code,SG-Trans,Adequacy,Conciseness,Fluency,GREAT,Adequacy,Conciseness,Fluency,NeuralCodeSum,Adequacy,Conciseness,Fluency,Transformer,Adequacy,Conciseness,Fluency,CodeTransformer,Adequacy,Conciseness,Fluency
"public void waitForVolumesToBeVisible ( CGRequestParams request ) { scan ( request . getCopies ( ) , request . getRsets ( ) ) ; }
",causes the request to be done in the " importation " and " set of outstanding .,4,4,5,waits for the request to highlight the locator .,5,5,5,waits for the node to have expired .,4,5,5,"f1 the request parameters why on an input request . after the request is completed , this call is used to test the visited activities .",3,3,3,handles the request request request request request request request request request request used request .,3,1,1
"public CharSeq concat ( CharSeq another ) { return new CharSeq ( str + another . str ) ; }
",create a new charseq with the given string,5,5,5,construct a new charseq with the values of this charseq that matches the given charseq .,2,3,5,returns a new charseq with the same content,1,5,5,"returns a new charseq whose value is this charseq , with the given string",5,4,3,returns a with given given string .,3,3,2
"private static MappingObject ObjectAt ( PCalLocation loc , MappingObject [ ] [ ] map ) { return map [ loc . getLine ( ) ] [ loc . getColumn ( ) ] ; }
",location of object array loc .,3,5,5,"mapping between two double at the beginning of the specified line , where the last element is already null .",2,3,5,return a mapping as per object,5,5,5,"it uses the mapping to find location ( i . e . , the line - forward ) .",2,3,5,convert the mapping distance the index from the the to the the .,2,2,1
"protected void handle ( Exception exception , String title , String message ) { Utils . handleError ( getShell ( ) , exception , title , message ) ; }
",handle the specified error .,3,5,5,handles any exception that is thrown when processing a oauth2 authorization request .,4,4,5,handles a mini - language validation error .,4,5,5,handles an exception that occurred during the user .,5,5,5,handles an error error with a error box .,3,3,2
"private void evaluatePopup ( MouseEvent e ) { if ( e . isPopupTrigger ( ) ) { JPopupMenu menu = createBookmarkPopupMenu ( ) ; if ( menu != null ) { menu . show ( this , e . getX ( ) , e . getY ( ) ) ; } } }
","if this is a popup trigger , this method should call to check if the popup triggers and it is a popup menu depending on the mouse event .",5,3,5,evaluate the popup menu for the event .,4,5,5,called at potential popup triggers .,3,5,5,called at potential popup triggers .,3,5,5,attach the the given popup menu menu a popup menu menu menu the menu menu menu .,2,2,1
"public static String map2OID ( String algName ) { return alg2OidMap . get ( algName . toUpperCase ( Locale . US ) ) ; }
",returns oid for algname,5,5,5,safe to convert the string representation for a short value .,3,5,5,this method converts charset ' s asap letter to their string representation .,3,3,5,returns oid for algname,5,5,5,returns oid code algname .,2,5,3
"private void updateLineList ( ) { if ( horizontalLineRadiobutton . isSelected ( ) ) { setHorizontalLineSelected ( ) ; } else { setVerticalLineSelected ( ) ; } updateButtonStates ( ) ; }
",updates the previous line .,3,5,5,set the select button of the horizontal .,2,5,5,sets the line from the list ( if any ) and sets them to the current selection .,4,4,5,updates the background of the card buttons depending on the current selected line .,3,4,5,ensures the visible button of the that .,2,5,5
"public void replaceSplitElement ( int aIndex , Fragment aSplitElement ) { splits . set ( aIndex , aSplitElement ) ; }
",split split element by beginning,3,5,5,replaces an element at the beginning with the specified element,5,5,5,"replace an existing one interior instance with the elements of the list , and if it ' s in the new one .",5,4,5,"adds a split element to the beginning instruction this is trying to store trying the index for the formula . typically , store the element tree rooted at the index .",5,3,5,splits the split of in the but .,1,2,1
"private static int numInitialSplits ( long numRecords ) { final int maxSplits = _NUM ; final long recordsPerSplit = _NUM ; return ( int ) Math . min ( maxSplits , numRecords / recordsPerSplit + _NUM ) ; }
",compute the number of records in the specified number of searchfor .,5,5,5,uses a split number of attempts to make the main measurement selection note that the number of times the number of isolated isolated can occur .,5,3,5,calculates the number of rules that can be easily used later on any other export ( this is necessary for the given snapshot ) .,4,3,5,returns the largest power of two formatted that have the given size .,3,4,5,returns the total of records record in in range record in records .,3,3,3
"protected void markUsed ( Entry entry ) { entry . lastUsed = System . nanoTime ( ) ; }
",mark entry as activated by use it to make sure that a connection is activated .,5,5,5,mark the current node as follows .,3,5,5,mark the entry as separated by the currently collected key .,3,5,5,mark the stream as soon as we fail .,2,5,5,starts the entry entry .,2,2,3
"private < T > UnaryOperator < T > compose ( UnaryOperator < T > before , UnaryOperator < T > after ) { return null ; }
","compose a stream of functions into a single function , which applies each one after the other",5,5,5,"create a function after a side function of mapping , which applies each batch of a batch operator after the other operator has been applied , which is a mix function .",5,3,5,a function to compose one - hand functions of a ' before ',4,5,5,"tries to locate a stream of the given function which is , returning null .",3,5,4,todo the operations of as a function function which .,2,2,3
"private boolean hasNext ( Pattern pattern ) { if ( ! hasNext ( ) ) { return _BOOL ; } Matcher matcher = pattern . matcher ( gserValue . substring ( pos , length ) ) ; return matcher . find ( ) ; }
",returns true if the input matches the given pattern .,5,5,5,skips the next iff the parser has at the given position in the pattern .,3,5,5,returns true if the given pattern contains at least one item in the given pattern,5,5,5,returns true if the input matched the given pattern has a point in the document .,5,5,5,determines if the given token is is the given pattern .,3,5,5
"public static < R , A , B > CompletionStage < R > combine ( CompletionStage < A > a , CompletionStage < B > b , BiFunction < A , B , R > function ) { return a . thenCombine ( b , function ) ; }
",combine a function into a function .,3,5,4,the function should be supplied as the result of applying two values . the function finds each byte using a treeset function and the results from the original function and and returns the result .,5,3,5,this function takes a single function representation as the first pass of a function,4,5,5,this function is called to be a bridge - b / c connected to a single distribution,3,5,5,this the of of a a single that .,1,2,1
"public StreamInfoManager ( TwitchApi api , StreamInfoListener listener ) { this . listener = listener ; this . api = api ; pendingRequests = new HashMap < > ( ) ; invalidStreamInfo = new StreamInfo ( STRING , listener ) ; invalidStreamInfo . setRequested ( ) ; }
",creates a stream object .,4,5,5,creates a new instance with the specified api .,5,5,5,create a new instance of this class .,3,5,5,initializing for the target listener with the information supplied in the client .,5,5,5,create a new instance .,3,5,5
"public Sentence asSentence ( ) { return Sentence . newConjunction ( sentences ) ; }
",returns a sentence sentence from the annotation .,3,5,4,convert the sentence into its sub - model .,5,5,5,returns a structuredtranslation of the structure .,4,5,4,returns a conjunction of conjuncts .,4,5,5,return the sentence of sentence on the sentence .,2,3,1
"public boolean isPronoun ( ) { return typeString . contains ( SUFFIX_PRONOUN ) ; }
",determine if the expression is a tree .,3,5,5,determine if the expression is some fluid .,5,5,5,determine if the expression is some fluid .,5,5,5,determine if the expression is some food .,3,5,5,determine if the expression is a regular expression .,4,5,5
"KeyStoreState ( ) { }
",create a new empty keystore,3,5,5,create new empty state store instance .,5,5,5,construct new empty keystore,4,5,5,create a new empty keystore for the state of an unsaved journal,5,4,5,creates new instance message of .,2,5,4
"private static boolean isInNeedOfForm ( UIComponent component ) { return ( component instanceof ActionSource || component instanceof ActionSource2 || component instanceof EditableValueHolder ) ; }
",determines whether a component is an action .,3,5,5,determine if the given action is source .,5,5,5,determines if the component of the component represents the given component and the component components .,3,3,2,check if the component is in the preview component .,5,5,5,determine a bigdecimal check determine button the component area .,3,3,2
"public Node ( Coordinate pt ) { this ( pt , new DirectedEdgeStar ( ) ) ; }
",creates a new rotate node with a unique capacity .,5,5,5,creates a copy of the focus,3,5,5,"creates a new , and specifies the polygon for the given node .",5,5,4,creates a new edge edge with the given node .,5,5,4,creates a new instance the given location .,3,4,3
"public static int unionSize ( long [ ] x , long [ ] y ) { final int lx = x . length , ly = y . length ; final int min = ( lx < ly ) ? lx : ly ; int i = _NUM , res = _NUM ; for ( ; i < min ; i ++ ) { res += Long . bitCount ( x [ i ] | y [ i ] ) ; } for ( ; i < lx ; i ++ ) { res += Long . bitCount ( x [ i ] ) ; } for ( ; i < ly ; i ++ ) { res += Long . bitCount ( y [ i ] ) ; } return res ; }
",compute the union size of two bitsets .,5,5,5,compute the union size of two bitsets .,5,5,5,compute the union size of two bitsets .,5,5,5,compute the union size of two bitsets .,5,5,5,compute the intersection size of two bitsets .,2,5,5
"public String toString ( ) { StringBuffer text = new StringBuffer ( ) ; if ( ( m_classAttribute == null ) ) { return STRING ; } try { text . append ( STRING ) ; text . append ( STRING + m_kernel . toString ( ) + STRING ) ; for ( int i = _NUM ; i < m_classAttribute . numValues ( ) ; i ++ ) { for ( int j = i + _NUM ; j < m_classAttribute . numValues ( ) ; j ++ ) { text . append ( STRING + m_classAttribute . value ( i ) + STRING + m_classAttribute . value ( j ) + STRING ) ; text . append ( m_classifiers [ i ] [ j ] ) ; if ( m_fitLogisticModels ) { text . append ( STRING ) ; if ( m_classifiers [ i ] [ j ] . m_logistic == null ) { text . append ( STRING ) ; } else { text . append ( m_classifiers [ i ] [ j ] . m_logistic ) ; } } text . append ( STRING ) ; } } } catch ( Exception e ) { return STRING ; } return text . toString ( ) ; }
",prints out the attribute evaluator .,4,5,5,outputs a description of one attribute .,4,5,5,returns a text attribute list ( ) that is represented by a small string .,5,4,5,returns a description of this attribute and the auto - string describing a ring of the class and values .,5,3,5,returns optimal text text of .,2,4,1
"private void walk ( File directory , int depth , Collection < T > results ) throws IOException { checkIfCancelled ( directory , depth , results ) ; if ( handleDirectory ( directory , depth , results ) ) { handleDirectoryStart ( directory , depth , results ) ; int childDepth = depth + _NUM ; if ( depthLimit < _NUM || childDepth <= depthLimit ) { checkIfCancelled ( directory , depth , results ) ; File [ ] childFiles = filter == null ? directory . listFiles ( ) : directory . listFiles ( filter ) ; childFiles = filterDirectoryContents ( directory , depth , childFiles ) ; if ( childFiles == null ) { handleRestricted ( directory , childDepth , results ) ; } else { for ( File childFile : childFiles ) { if ( childFile . isDirectory ( ) ) { walk ( childFile , childDepth , results ) ; } else { checkIfCancelled ( childFile , childDepth , results ) ; handleFile ( childFile , childDepth , results ) ; checkIfCancelled ( childFile , childDepth , results ) ; } } } } handleDirectoryEnd ( directory , depth , results ) ; } checkIfCancelled ( directory , depth , results ) ; }
",main recursive method to examine the directory hierarchy .,5,5,5,main recursive method to examine the directory hierarchy .,5,5,5,main recursive method to examine the directory hierarchy .,5,5,5,main recursive method to examine the directory hierarchy .,5,5,5,main recursive method to examine the directory hierarchy .,5,5,5
"public void testDivideExceptionInvalidRM ( ) { String a = STRING ; int aScale = _NUM ; String b = STRING ; int bScale = _NUM ; BigDecimal aNumber = new BigDecimal ( new BigInteger ( a ) , aScale ) ; BigDecimal bNumber = new BigDecimal ( new BigInteger ( b ) , bScale ) ; try { aNumber . divide ( bNumber , _NUM ) ; fail ( STRING ) ; } catch ( IllegalArgumentException e ) { assertEquals ( STRING , STRING , e . getMessage ( ) ) ; } }
",divide with invalid rounding mode,5,5,5,divide with invalid rounding mode,5,5,5,divide with invalid rounding mode,5,5,5,divide with invalid rounding mode,5,5,5,divide rounding negative rounding mode .,3,5,3
"private static void useMissile ( Player player ) { StackableItem projectilesItem = null ; if ( player . getRangeWeapon ( ) != null ) { projectilesItem = player . getAmmunition ( ) ; } if ( projectilesItem == null ) { projectilesItem = player . getMissileIfNotHoldingOtherWeapon ( ) ; } if ( projectilesItem != null ) { projectilesItem . removeOne ( ) ; } }
",make a dialog garbage it starts its own rate,3,5,5,kills a specific player .,5,5,5,"start tom , no longer used .",3,5,3,removes an storage range from items,4,5,5,remove an exit status status status the status status .,3,4,2
"private int determineMaxLevelRec ( int level , Node v ) { int newLevel = level ; for ( Edge e = v . getFirstOutEdge ( ) ; e != null ; e = v . getNextOutEdge ( e ) ) { newLevel = Math . max ( newLevel , determineMaxLevelRec ( level , e . getTarget ( ) ) + _NUM ) ; } return newLevel ; }
","boxradius level , calculate the relevant level level , and null values of all edges .",4,5,5,determine the level of the given level,5,5,5,"return the index to fit the given level , replacing all transfers of the old edge to the new level",5,3,5,multiplies = max + max level,3,5,5,checks the not minimum for .,2,4,2
"private synchronized void putMapEntry ( String localId , MapEntry entry ) { if ( ! isLocalId ( localId ) ) { throw new IllegalStateException ( STRING + localId + STRING ) ; } JSONObject json = new JSONObject ( ) ; try { json . put ( STRING , entry . retainCount ) ; if ( entry . objectId != null ) { json . put ( STRING , entry . objectId ) ; } } catch ( JSONException je ) { throw new IllegalStateException ( STRING , je ) ; } File file = new File ( diskPath , localId ) ; if ( ! diskPath . exists ( ) ) { diskPath . mkdirs ( ) ; } try { ParseFileUtils . writeJSONObjectToFile ( file , json ) ; } catch ( IOException e ) { } }
",store entry to xml request,4,5,5,emits a string entry to a log file in the local cache that contains the specified entry .,5,5,5,inserts an entry into the disk cache .,3,5,5,this is invoked in the json implementation to ensure that we need to store a tomcat in the json state and saves the state in the request .,5,3,5,internal snapshot of and local local file and and and and .,2,3,1
"public void endElement ( String namespaceURI , String localName , String name ) throws org . xml . sax . SAXException { if ( m_inEntityRef ) return ; m_prefixMap . popNamespaces ( m_elemContext . m_currentElemDepth , null ) ; try { final java . io . Writer writer = m_writer ; if ( m_elemContext . m_startTagOpen ) { if ( m_tracer != null ) super . fireStartElem ( m_elemContext . m_elementName ) ; int nAttrs = m_attributes . getLength ( ) ; if ( nAttrs > _NUM ) { processAttributes ( m_writer , nAttrs ) ; m_attributes . clear ( ) ; } if ( m_spaceBeforeClose ) writer . write ( STRING ) ; else writer . write ( STRING ) ; } else { if ( m_cdataTagOpen ) closeCDATA ( ) ; if ( shouldIndent ( ) ) indent ( m_elemContext . m_currentElemDepth - _NUM ) ; writer . write ( STRING ) ; writer . write ( STRING ) ; writer . write ( name ) ; writer . write ( STRING ) ; } } catch ( IOException e ) { throw new SAXException ( e ) ; } if ( ! m_elemContext . m_startTagOpen && m_doIndent ) { m_ispreserve = m_preserves . isEmpty ( ) ? _BOOL : m_preserves . pop ( ) ; } m_isprevtext = _BOOL ; if ( m_tracer != null ) super . fireEndElem ( name ) ; m_elemContext = m_elemContext . m_prev ; }
",receive notification of the end of an element .,5,5,5,receive notification of the end of an element .,5,5,5,receive notification of the end of an element .,5,5,5,receive notification of the end of an element .,5,5,5,receive notification of the end of an element .,5,5,5
"public static void f ( String msg , Object ... args ) { if ( ! allowWtf ) return ; StackTraceElement caller = getCallerStackTraceElement ( ) ; String tag = generateTag ( caller ) ; if ( sLevel > LEVEL_FATAL ) { return ; } if ( args . length > _NUM ) { msg = String . format ( msg , args ) ; } Log . wtf ( tag , msg ) ; }
",send a fatal error log message,5,5,5,send a fatal error log message,5,5,5,send a fatal error log message,5,5,5,send a fatal error log message,5,5,5,send a fatal error log message .,5,5,5
"public void updateView ( ) { if ( fInputElement != null && fParentComposite != null ) { IndicatorViewState oldState = fStateMap . get ( fInputElement ) ; boolean reload = fFilesToReoad . contains ( fInputElement ) ; if ( reload || oldState == null ) { JsonObject jsonObject = DroidsafePluginUtilities . parseIndicatorFile ( fInputElement ) ; if ( jsonObject == null ) return ; fFilesToReoad . remove ( fInputElement ) ; fState = new IndicatorViewState ( fInputElement , jsonObject , getSecuritySpec ( ) , oldState ) ; fStateMap . put ( fInputElement , fState ) ; } else { fState = oldState ; } setPartName ( fState . indicatorType ) ; showPage ( PAGE_VIEWER ) ; fTreeViewer . setInput ( fState . jsonObject ) ; if ( fTreeViewer . getSorter ( ) == null ) sortByField ( getSortByField ( ) ) ; } else { setPartName ( DEFAULT_PART_NAME ) ; } }
",fills and load a attached state object from the log and then understand the current state .,5,5,5,back from the queue < p > json object can be called after the stop is committed,4,5,5,update the view from the json and fill the given inputs,4,5,5,set the uninitialized state of uninitialized requests,3,5,5,computes the media object the page page if .,2,4,2
"protected < T extends AbstractOptionValue < ? , ? > > AbstractOptions ( Function < T , T > valueFilter , AbstractOptions baseOptions , Iterable < T > values ) { requireNonNull ( baseOptions , STRING ) ; requireNonNull ( valueFilter , STRING ) ; requireNonNull ( values , STRING ) ; valueMap = new IdentityHashMap < > ( baseOptions . valueMap ) ; putAll ( valueFilter , StreamSupport . stream ( values . spliterator ( ) , _BOOL ) ) ; }
",creates a new instance .,3,5,5,creates a new instance .,3,5,5,creates a new instance .,3,5,5,creates a new instance .,3,5,5,creates an new instance of this class using .,4,5,5
"private void formatAndLogThrowable ( LoggingLevel level , Color color , String msg , Throwable t ) { if ( ! USE_COLORS ) { formatAndLogThrowable ( level , msg , t ) ; return ; } if ( PhotonLogger . level . id < level . id ) { return ; } LocalDateTime dateTime = LocalDateTime . now ( ) ; String formatted = formatLogLine ( level , dateTime , msg ) ; LoggingService . logThrowable ( dateTime , t , formatted , color ) ; }
",formats and logs a message with a throwable .,4,5,5,formats and logs a message with a throwable .,4,5,5,formats and logs a message with a throwable .,4,5,5,formats and logs a message with a throwable .,4,5,5,formats and logs a message with a arguments .,2,5,5
"public RepeatedFieldBuilder < MType , BType , IType > addMessage ( MType message ) { if ( message == null ) { throw new NullPointerException ( ) ; } ensureMutableMessageList ( ) ; messages . add ( message ) ; if ( builders != null ) { builders . add ( null ) ; } onChanged ( ) ; incrementModCounts ( ) ; return this ; }
",appends the specified element to the end of this list .,4,5,5,appends the specified element to the end of this list .,4,5,5,appends the specified element to the end of this list .,4,5,5,"appends the specified element to the end of this list , if the element is not already present .",4,5,5,appends the specified element to the end of this list .,3,5,5
"private static boolean checkValue ( String val ) throws MalformedObjectNameException { if ( val == null ) throw new NullPointerException ( STRING ) ; final int len = val . length ( ) ; if ( len == _NUM ) return _BOOL ; final char [ ] s = val . toCharArray ( ) ; final int [ ] result = parseValue ( s , _NUM ) ; final int endValue = result [ _NUM ] ; final boolean value_pattern = result [ _NUM ] == _NUM ; if ( endValue < len ) throw new MalformedObjectNameException ( STRING + s [ endValue ] + STRING ) ; return value_pattern ; }
",check the value of the two strings . the following value is within the # ( ) method,1,3,3,checks that a given string value is either .,2,4,2,check that the value is a valid pattern string .,4,5,5,parse a value in the form " or value of an object,2,3,3,matches the the specified value matches the valid integer .,4,5,5
"public void remove ( ) throws RecurrenceInfoException { List < RecurrenceRule > rulesList = new ArrayList < RecurrenceRule > ( ) ; rulesList . addAll ( rRulesList ) ; rulesList . addAll ( eRulesList ) ; try { for ( RecurrenceRule rule : rulesList ) rule . remove ( ) ; info . remove ( ) ; } catch ( RecurrenceRuleException rre ) { throw new RecurrenceInfoException ( rre . getMessage ( ) , rre ) ; } catch ( GenericEntityException gee ) { throw new RecurrenceInfoException ( gee . getMessage ( ) , gee ) ; } }
",removes the recurrence from persistant store .,4,5,5,removes the recurrence from persistant store .,4,5,5,removes the recurrence from persistant store .,4,5,5,removes the recurrence from persistant store .,4,5,5,removes the recurrence from persistant store .,4,5,5
"public static int unionSize ( long [ ] x , long [ ] y ) { final int lx = x . length , ly = y . length ; final int min = ( lx < ly ) ? lx : ly ; int i = _NUM , res = _NUM ; for ( ; i < min ; i ++ ) { res += Long . bitCount ( x [ i ] | y [ i ] ) ; } for ( ; i < lx ; i ++ ) { res += Long . bitCount ( x [ i ] ) ; } for ( ; i < ly ; i ++ ) { res += Long . bitCount ( y [ i ] ) ; } return res ; }
",compute the union size of two bitsets .,4,5,5,compute the union size of two bitsets .,4,5,5,compute the union size of two bitsets .,4,5,5,compute the union size of two bitsets .,4,5,5,compute the intersection size of two bitsets .,4,5,5
"public String toString ( ) { StringBuffer text = new StringBuffer ( ) ; if ( ( m_classAttribute == null ) ) { return STRING ; } try { text . append ( STRING ) ; text . append ( STRING + m_kernel . toString ( ) + STRING ) ; for ( int i = _NUM ; i < m_classAttribute . numValues ( ) ; i ++ ) { for ( int j = i + _NUM ; j < m_classAttribute . numValues ( ) ; j ++ ) { text . append ( STRING + m_classAttribute . value ( i ) + STRING + m_classAttribute . value ( j ) + STRING ) ; text . append ( m_classifiers [ i ] [ j ] ) ; if ( m_fitLogisticModels ) { text . append ( STRING ) ; if ( m_classifiers [ i ] [ j ] . m_logistic == null ) { text . append ( STRING ) ; } else { text . append ( m_classifiers [ i ] [ j ] . m_logistic ) ; } } text . append ( STRING ) ; } } } catch ( Exception e ) { return STRING ; } return text . toString ( ) ; }
",prints out the attribute evaluator .,2,5,5,outputs a description of one attribute .,2,5,5,returns a text attribute list ( ) that is represented by a small string .,3,5,5,returns a description of this attribute and the auto - string describing a ring of the class and values .,4,5,5,returns optimal text text of .,1,3,3
"private static boolean isDoubleEqual ( double value , double valueToCompare ) { return ( Math . abs ( value - valueToCompare ) < _NUM ) ; }
",verifies that the double value is equal to the given double . if the double value is not finite as a negative number .,4,3,5,returns true if the value is a " decimal " double to the given double value .,1,4,4,check if double value is equal to the tail,4,5,5,returns true if the given value is equal to this minimum function .,2,5,5,this if value present value to needed to .,1,3,2
"public void testIntValuePos ( ) { String a = STRING ; BigDecimal aNumber = new BigDecimal ( a ) ; int result = - _NUM ; assertTrue ( STRING , aNumber . intValue ( ) == result ) ; }
",integer value of a positive bigdecimal,3,5,5,integer value of a positive bigdecimal,3,5,5,integer value of a positive bigdecimal,3,5,5,integer value of a positive bigdecimal,3,5,5,integer value of a negative bigdecimal .,3,5,5
"private void walk ( File directory , int depth , Collection < T > results ) throws IOException { checkIfCancelled ( directory , depth , results ) ; if ( handleDirectory ( directory , depth , results ) ) { handleDirectoryStart ( directory , depth , results ) ; int childDepth = depth + _NUM ; if ( depthLimit < _NUM || childDepth <= depthLimit ) { checkIfCancelled ( directory , depth , results ) ; File [ ] childFiles = filter == null ? directory . listFiles ( ) : directory . listFiles ( filter ) ; childFiles = filterDirectoryContents ( directory , depth , childFiles ) ; if ( childFiles == null ) { handleRestricted ( directory , childDepth , results ) ; } else { for ( File childFile : childFiles ) { if ( childFile . isDirectory ( ) ) { walk ( childFile , childDepth , results ) ; } else { checkIfCancelled ( childFile , childDepth , results ) ; handleFile ( childFile , childDepth , results ) ; checkIfCancelled ( childFile , childDepth , results ) ; } } } } handleDirectoryEnd ( directory , depth , results ) ; } checkIfCancelled ( directory , depth , results ) ; }
",main recursive method to examine the directory hierarchy .,4,5,5,main recursive method to examine the directory hierarchy .,4,5,5,main recursive method to examine the directory hierarchy .,4,5,5,main recursive method to examine the directory hierarchy .,4,5,5,main recursive method to examine the directory hierarchy .,4,5,5
"public static Object [ ] ordinalArray ( TupleSet tuples , String field ) { return ordinalArray ( tuples , field , DefaultLiteralComparator . getInstance ( ) ) ; }
",get a sorted array containing all column values for a given tuple iterator and field .,5,5,5,get a sorted array containing all column values for a given tuple iterator and field .,5,5,5,get a sorted array containing all column values for a given tuple iterator and field .,5,5,5,get a sorted array containing all column values for a given tuple iterator and field .,5,5,5,get a sorted array containing all column values for a given tuple iterator .,4,5,5
"public void testDivideExceptionInvalidRM ( ) { String a = STRING ; int aScale = _NUM ; String b = STRING ; int bScale = _NUM ; BigDecimal aNumber = new BigDecimal ( new BigInteger ( a ) , aScale ) ; BigDecimal bNumber = new BigDecimal ( new BigInteger ( b ) , bScale ) ; try { aNumber . divide ( bNumber , _NUM ) ; fail ( STRING ) ; } catch ( IllegalArgumentException e ) { assertEquals ( STRING , STRING , e . getMessage ( ) ) ; } }
",divide with invalid rounding mode,2,5,5,divide with invalid rounding mode,2,5,5,divide with invalid rounding mode,2,5,5,divide with invalid rounding mode,2,5,5,divide rounding negative rounding mode .,3,5,5
"public static boolean isStringType ( Type t ) { return t . equals ( RefType . v ( STRING ) ) ; }
",return true if this reference is a string for a given type .,4,5,5,"tells whether the given type is a string . a type is a link type , i . e . t , "" & lt ; "" .",5,4,4,check if a given string is a integer .,1,5,5,"return true if this type is a string , false otherwise .",4,5,5,return true if this type is to as as or .,2,3,2
"private void validateSqlStatement ( String sql , int jdbcStatementIndex ) { Assert . isTrue ( StringUtils . isNotBlank ( sql ) , STRING + jdbcStatementIndex + STRING ) ; }
",validate if the jni statement is not valid,3,4,4,validate the given sql statement in the database .,2,5,5,check if sql statement .,3,5,5,"validates the given sql statement and adds statements to the expected parameters . if the sql string is not empty , it will be an exception .",2,5,5,check if passed statement statement entry any statement is the database .,1,2,2
"public static Long [ ] valuesOf ( long [ ] array ) { Long [ ] dest = new Long [ array . length ] ; for ( int i = _NUM ; i < array . length ; i ++ ) { dest [ i ] = Long . valueOf ( array [ i ] ) ; } return dest ; }
",converts to object array .,3,5,5,converts to object array .,3,5,5,converts to object array .,3,5,5,converts to object array .,3,5,5,converts to byte array .,3,5,5
"private static void useMissile ( Player player ) { StackableItem projectilesItem = null ; if ( player . getRangeWeapon ( ) != null ) { projectilesItem = player . getAmmunition ( ) ; } if ( projectilesItem == null ) { projectilesItem = player . getMissileIfNotHoldingOtherWeapon ( ) ; } if ( projectilesItem != null ) { projectilesItem . removeOne ( ) ; } }
",make a dialog garbage it starts its own rate,2,5,5,kills a specific player .,3,5,5,"start tom , no longer used .",1,3,2,removes an storage range from items,4,5,5,remove an exit status status status the status status .,3,2,3
"private int determineMaxLevelRec ( int level , Node v ) { int newLevel = level ; for ( Edge e = v . getFirstOutEdge ( ) ; e != null ; e = v . getNextOutEdge ( e ) ) { newLevel = Math . max ( newLevel , determineMaxLevelRec ( level , e . getTarget ( ) ) + _NUM ) ; } return newLevel ; }
","boxradius level , calculate the relevant level level , and null values of all edges .",2,3,3,determine the level of the given level,3,4,5,"return the index to fit the given level , replacing all transfers of the old edge to the new level",3,5,4,multiplies = max + max level,3,5,5,checks the not minimum for .,1,5,3
"private synchronized void putMapEntry ( String localId , MapEntry entry ) { if ( ! isLocalId ( localId ) ) { throw new IllegalStateException ( STRING + localId + STRING ) ; } JSONObject json = new JSONObject ( ) ; try { json . put ( STRING , entry . retainCount ) ; if ( entry . objectId != null ) { json . put ( STRING , entry . objectId ) ; } } catch ( JSONException je ) { throw new IllegalStateException ( STRING , je ) ; } File file = new File ( diskPath , localId ) ; if ( ! diskPath . exists ( ) ) { diskPath . mkdirs ( ) ; } try { ParseFileUtils . writeJSONObjectToFile ( file , json ) ; } catch ( IOException e ) { } }
",store entry to xml request,3,5,5,emits a string entry to a log file in the local cache that contains the specified entry .,3,5,5,inserts an entry into the disk cache .,4,5,5,this is invoked in the json implementation to ensure that we need to store a tomcat in the json state and saves the state in the request .,4,5,5,internal snapshot of and local local file and and and and .,2,2,2
"public void endElement ( String namespaceURI , String localName , String name ) throws org . xml . sax . SAXException { if ( m_inEntityRef ) return ; m_prefixMap . popNamespaces ( m_elemContext . m_currentElemDepth , null ) ; try { final java . io . Writer writer = m_writer ; if ( m_elemContext . m_startTagOpen ) { if ( m_tracer != null ) super . fireStartElem ( m_elemContext . m_elementName ) ; int nAttrs = m_attributes . getLength ( ) ; if ( nAttrs > _NUM ) { processAttributes ( m_writer , nAttrs ) ; m_attributes . clear ( ) ; } if ( m_spaceBeforeClose ) writer . write ( STRING ) ; else writer . write ( STRING ) ; } else { if ( m_cdataTagOpen ) closeCDATA ( ) ; if ( shouldIndent ( ) ) indent ( m_elemContext . m_currentElemDepth - _NUM ) ; writer . write ( STRING ) ; writer . write ( STRING ) ; writer . write ( name ) ; writer . write ( STRING ) ; } } catch ( IOException e ) { throw new SAXException ( e ) ; } if ( ! m_elemContext . m_startTagOpen && m_doIndent ) { m_ispreserve = m_preserves . isEmpty ( ) ? _BOOL : m_preserves . pop ( ) ; } m_isprevtext = _BOOL ; if ( m_tracer != null ) super . fireEndElem ( name ) ; m_elemContext = m_elemContext . m_prev ; }
",receive notification of the end of an element .,3,5,5,receive notification of the end of an element .,3,5,5,receive notification of the end of an element .,3,5,5,receive notification of the end of an element .,3,5,5,receive notification of the end of an element .,3,5,5
"public static void f ( String msg , Object ... args ) { if ( ! allowWtf ) return ; StackTraceElement caller = getCallerStackTraceElement ( ) ; String tag = generateTag ( caller ) ; if ( sLevel > LEVEL_FATAL ) { return ; } if ( args . length > _NUM ) { msg = String . format ( msg , args ) ; } Log . wtf ( tag , msg ) ; }
",send a fatal error log message,5,5,5,send a fatal error log message,5,5,5,send a fatal error log message,5,5,5,send a fatal error log message,5,5,5,send a fatal error log message .,5,5,5
